x,y,percent
1245.13,420.245,84.4444
1228.27,417.741,84.5139
1211.41,415.185,84.5833
1194.56,412.571,84.6528
1177.72,409.888,84.7222
1160.9,407.129,84.7917
1144.09,404.283,84.8611
1127.29,401.339,84.9306
1110.52,398.283,85
1093.77,395.1,85.0694
1077.05,391.769,85.1389
1060.36,388.264,85.2083
1043.73,384.555,85.2778
1027.15,380.596,85.3472
1010.64,376.321,85.4167
994.238,371.641,85.4861
978.022,366.413,85.5556
962.073,360.361,85.625
946.732,352.941,85.6944
928.304,338.847,85.7639
914.735,320.046,85.8333
906.878,298.206,85.9028
903.972,275.146,85.9722
904.733,251.905,86.0417
908.081,228.88,86.1111
913.17,206.172,86.1806
918.497,183.529,86.25
919.948,179.761,86.3194
923.834,179.867,86.3889
927.212,182.232,86.4583
930.182,185.113,86.5278
932.906,188.226,86.5972
935.454,191.475,86.6667
937.867,194.831,86.7361
940.162,198.27,86.8056
942.348,201.776,86.875
944.432,205.344,86.9444
946.414,208.971,87.0139
948.292,212.653,87.0833
950.059,216.389,87.1528
951.706,220.179,87.2222
953.218,224.026,87.2917
954.576,227.933,87.3611
955.747,231.903,87.4306
956.685,235.93,87.5
957.32,240,87.5694
957.539,242.709,87.6389
957.616,245.438,87.7083
957.576,248.164,87.7778
957.44,250.888,87.8472
957.224,253.608,87.9167
956.94,256.321,87.9861
956.598,259.026,88.0556
956.206,261.723,88.125
955.772,264.411,88.1944
955.3,267.092,88.2639
954.796,269.766,88.3333
954.264,272.435,88.4028
953.706,275.101,88.4722
953.126,277.764,88.5417
952.527,280.423,88.6111
951.912,283.078,88.6806
951.282,285.729,88.75
950.641,288.377,88.8194
949.99,291.022,88.8889
949.33,293.665,88.9583
948.664,296.307,89.0278
947.994,298.947,89.0972
947.32,301.586,89.1667
946.645,304.226,89.2361
945.971,306.866,89.3056
945.299,309.507,89.375
944.63,312.15,89.4444
943.968,314.794,89.5139
943.314,317.439,89.5833
942.671,320.087,89.6528
942.04,322.737,89.7222
941.425,325.391,89.7917
940.829,328.05,89.8611
940.255,330.714,89.9306
939.707,333.384,90
939.192,336.058,90.0694
938.714,338.74,90.1389
938.282,341.43,90.2083
937.904,344.13,90.2778
937.593,346.838,90.3472
937.366,349.557,90.4167
937.246,352.275,90.4861
937.447,364.19,90.5556
938.626,376.059,90.625
941.027,387.727,90.6944
945.334,398.83,90.7639
953.791,406.763,90.8333
957.79,405.799,90.9028
961.136,403.246,90.9722
964.119,400.269,91.0417
966.912,397.115,91.1111
969.603,393.865,91.1806
972.237,390.57,91.25
974.844,387.262,91.3194
977.454,383.959,91.3889
980.098,380.68,91.4583
982.805,377.452,91.5278
985.62,374.312,91.5972
988.598,371.334,91.6667
991.856,368.662,91.7361
995.589,366.74,91.8056
999.673,367.059,91.875
1003.72,371.878,91.9444
1006.29,377.696,92.0139
1008.3,383.742,92.0833
1010,389.879,92.1528
1011.51,396.074,92.2222
1012.89,402.289,92.2917
1014.2,408.513,92.3611
1015.45,414.752,92.4306
1016.69,421.002,92.5
1017.94,427.234,92.5694
1019.27,433.466,92.6389
1020.79,439.65,92.7083
1023.05,445.586,92.7778
1030.26,441.784,92.8472
1035.73,434.557,92.9167
1040.47,426.828,92.9861
1044.5,418.72,93.0556
1046.91,410.022,93.125
1039.94,409.615,93.1944
1032.76,415.146,93.2639
1033.81,417.799,93.3629
1037.24,419.043,93.462
1040.77,419.958,93.5611
1044.33,420.759,93.6601
1047.9,421.513,93.7592
1051.47,422.26,93.8583
1055.04,423.028,93.9573
1058.59,423.842,94.0564
1062.13,424.732,94.1554
1065.63,425.743,94.2545
1069.08,426.948,94.3536
1072.39,428.491,94.4526
1075.23,430.732,94.5517
1075.94,434.144,94.6507
1073.84,437.083,94.7498
1071.36,441.264,94.8489
1072.67,445.921,94.9479
1076.08,449.496,95.047
1080.11,452.382,95.146
1084.38,454.88,95.2451
1088.8,457.131,95.3442
1093.29,459.212,95.4432
1097.85,461.167,95.5423
1102.44,463.026,95.6413
1107.06,464.809,95.7404
1111.7,466.531,95.8395
1116.37,468.204,95.9385
1121.04,469.835,96.0376
1125.73,471.433,96.1366
1130.43,473.002,96.2357
1135.14,474.548,96.3348
1139.85,476.075,96.4338
1144.57,477.587,96.5329
1149.29,479.086,96.6319
1154.02,480.576,96.731
1158.75,482.059,96.8301
1163.48,483.538,96.9291
1168.21,485.013,97.0282
1172.94,486.489,97.1272
1177.67,487.967,97.2263
1182.39,489.448,97.3254
1187.11,490.937,97.4244
1191.83,492.434,97.5235
1196.55,493.943,97.6225
1201.27,495.465,97.7216
1205.98,497.004,97.8207
1210.68,498.562,97.9197
1215.37,500.141,98.0188
1220.06,501.746,98.1179
1224.74,503.381,98.2169
1229.4,505.05,98.316
1234.05,506.758,98.415
1238.68,508.511,98.5141
1243.3,510.316,98.6132
1247.89,512.184,98.7122
1252.45,514.124,98.8113
1256.96,516.151,98.9103
1261.44,518.284,99.0094
1265.84,520.549,99.1085
1270.16,522.981,99.2075
1274.35,525.635,99.3066
1278.33,528.589,99.4056
1281.93,531.97,99.5047
1284.81,535.997,99.6038
1286.03,540.741,99.7028
1284.72,545.466,99.8019
1281.63,549.31,99.9009
1277.74,552.385,100
1262.89,558.602,100
1247.28,562.742,100
1231.5,566.138,100
1215.62,569.122,100
1199.7,571.838,100
1183.75,574.362,100
1167.78,576.741,100
1151.79,579.009,100
1135.79,581.187,100
1119.77,583.292,100
1103.76,585.337,100
1087.73,587.334,100
1071.7,589.29,100
1055.66,591.214,100
1039.63,593.113,100
1023.59,594.993,100
1007.54,596.861,100
991.505,598.721,100
975.472,600.582,100
959.432,602.45,100
943.383,604.335,100
927.341,606.246,100
911.318,608.195,100
895.289,610.202,100
879.273,612.294,100
863.282,614.515,100
847.31,616.954,100
831.418,619.829,100
816.144,624.706,100
810.584,630.396,100.408
804.785,635.831,100.816
798.732,640.989,101.224
792.423,645.847,101.633
785.885,650.381,102.041
779.16,654.618,102.449
772.331,658.719,102.857
765.83,663.288,103.265
762.782,670.273,103.673
765.728,677.593,104.082
770.221,684.167,104.49
775.115,690.44,104.898
779.836,695.886,105.847
784.851,701.065,106.795
790.071,706.042,107.744
795.437,710.859,108.693
800.913,715.544,109.641
806.476,720.122,110.59
812.113,724.611,111.539
817.815,729.026,112.488
823.569,733.376,113.436
829.365,737.666,114.385
835.197,741.903,115.334
841.06,746.092,116.282
846.951,750.239,117.231
852.869,754.35,118.18
858.813,758.429,119.129
864.781,762.479,120.077
870.767,766.502,121.026
876.77,770.498,121.975
882.787,774.47,122.923
888.817,778.42,123.872
894.858,782.349,124.821
900.91,786.259,125.769
906.972,790.152,126.718
913.045,794.031,127.667
919.129,797.896,128.616
925.223,801.749,129.564
931.324,805.59,130.513
937.433,809.421,131.462
943.548,813.241,132.41
949.669,817.052,133.359
955.794,820.854,134.308
961.923,824.648,135.256
968.056,828.435,136.205
974.192,832.216,137.154
980.331,835.992,138.103
986.472,839.763,139.051
992.614,843.529,140
1001.6,849.028,140.278
1010.6,854.521,140.556
1019.61,859.999,140.833
1028.62,865.464,141.111
1037.64,870.915,141.389
1046.66,876.352,141.667
1055.7,881.776,141.944
1064.75,887.185,142.222
1073.8,892.577,142.5
1082.87,897.953,142.778
1091.94,903.313,143.056
1101.03,908.655,143.333
1110.13,913.979,143.611
1119.23,919.283,143.889
1128.35,924.566,144.167
1137.48,929.827,144.444
1146.62,935.066,144.722
1155.78,940.281,145
1164.95,945.471,145.278
1174.14,950.634,145.556
1183.34,955.77,145.833
1192.57,960.876,146.111
1201.81,965.949,146.389
1211.07,970.988,146.667
1220.34,975.988,146.944
1229.64,980.947,147.222
1238.96,985.861,147.5
1248.31,990.728,147.778
1257.69,995.541,148.056
1267.1,1000.3,148.333
1276.53,1004.98,148.611
1286.01,1009.59,148.889
1295.53,1014.12,149.167
1305.09,1018.56,149.444
1314.71,1022.88,149.722
1324.38,1027.06,150
1339.47,1033.6,150.714
1354.46,1040.39,151.429
1369.37,1047.33,152.143
1384.28,1054.33,152.857
1399.23,1061.18,153.571
1414.34,1067.66,154.286
1429.75,1073.43,155
1445.5,1078.14,155.714
1461.61,1081.46,156.429
1477.96,1083.2,157.143
1494.41,1083.38,157.857
1510.81,1082.16,158.571
1527.09,1079.78,159.286
1543.2,1076.47,160
1550.74,1074.71,159.623
1558.27,1072.9,159.245
1565.79,1071.06,158.868
1573.31,1069.19,158.491
1580.81,1067.28,158.113
1588.29,1065.34,157.736
1595.78,1063.37,157.358
1603.26,1061.36,156.981
1610.73,1059.33,156.604
1618.19,1057.26,156.226
1625.64,1055.16,155.849
1633.08,1053.03,155.472
1640.51,1050.86,155.094
1647.93,1048.66,154.717
1655.34,1046.42,154.34
1662.74,1044.15,153.962
1670.13,1041.84,153.585
1677.5,1039.49,153.208
1684.87,1037.1,152.83
1692.22,1034.68,152.453
1699.55,1032.2,152.075
1706.87,1029.69,151.698
1714.17,1027.13,151.321
1721.46,1024.52,150.943
1728.73,1021.86,150.566
1735.97,1019.14,150.189
1743.2,1016.37,149.811
1750.41,1013.54,149.434
1757.59,1010.65,149.057
1764.74,1007.69,148.679
1771.87,1004.66,148.302
1778.96,1001.55,147.925
1786.01,998.366,147.547
1793.03,995.093,147.17
1800,991.725,146.792
1806.91,988.255,146.415
1813.78,984.673,146.038
1820.58,980.969,145.66
1827.3,977.13,145.283
1833.94,973.144,144.906
1840.47,968.992,144.528
1846.88,964.654,144.151
1853.15,960.106,143.774
1859.23,955.319,143.396
1865.09,950.26,143.019
1870.66,944.887,142.642
1875.85,939.151,142.264
1880.55,933.003,141.887
1884.58,926.397,141.509
1887.71,919.322,141.132
1889.65,911.831,140.755
1890.14,904.126,140.377
1889.08,896.471,140
1873.41,866.529,138.824
1850.92,841.052,137.647
1825.9,818.014,136.471
1799.55,796.504,135.294
1772.36,776.063,134.118
1744.59,756.429,132.941
1716.37,737.429,131.765
1687.81,718.961,130.588
1658.96,700.938,129.412
1629.88,683.307,128.235
1600.58,666.024,127.059
1571.09,649.055,125.882
1541.44,632.39,124.706
1511.62,616.012,123.529
1481.66,599.925,122.353
1451.53,584.134,121.176
1421.22,568.679,120
1407.73,562.075,119.31
1394.11,555.732,118.621
1380.38,549.641,117.931
1366.54,543.791,117.241
1352.61,538.171,116.552
1338.58,532.774,115.862
1324.47,527.589,115.172
1310.29,522.61,114.483
1296.05,517.828,113.793
1281.75,513.236,113.103
1267.39,508.825,112.414
1252.98,504.585,111.724
1238.52,500.511,111.034
1224.01,496.595,110.345
1209.46,492.829,109.655
1194.87,489.208,108.966
1180.25,485.726,108.276
1165.6,482.376,107.586
1150.93,479.15,106.897
1136.23,476.041,106.207
1121.5,473.042,105.517
1106.76,470.145,104.828
1092,467.342,104.138
1077.22,464.622,103.448
1062.43,461.975,102.759
1047.63,459.387,102.069
1032.82,456.839,101.379
1018.01,454.31,100.69
1003.2,451.765,100
987.793,449.728,100
972.264,449.066,100
956.749,449.964,100
941.427,452.547,100
926.481,456.812,100
912.035,462.545,100
897.996,469.226,100
883.848,475.664,100
868.654,478.08,100
855.411,470.514,100
848.192,459.835,100
842.932,448.04,100
838.671,435.84,100
835.062,423.425,100
831.948,410.897,100
829.233,398.26,100
826.874,385.553,100
824.849,372.793,100
823.156,359.983,100
821.812,347.133,100
820.858,334.242,100
820.376,321.338,100
820.52,308.408,100
821.622,295.543,100
824.657,282.995,100
833.791,275.294,100
844.034,280.598,100
852.706,288.385,100
860.729,296.85,100
868.398,305.631,100
875.854,314.599,100
883.169,323.679,100
890.391,332.836,100
897.551,342.039,100
904.677,351.274,100
911.785,360.521,100
918.889,369.765,100
926.007,379,100
933.153,388.215,100
940.338,397.397,100
947.576,406.537,100
954.884,415.624,100
962.278,424.646,100
969.775,433.582,100
977.392,442.408,100
985.161,451.103,100
993.116,459.634,100
1001.3,467.944,100
1009.76,475.962,100
1018.59,483.578,100
1027.91,490.588,100
1042.1,499.095,100
1057.05,506.192,100
1072.45,512.245,100
1088.15,517.499,100
1104.04,522.117,100
1120.08,526.216,100
1136.22,529.883,100
1152.44,533.185,100
1168.72,536.174,100
1185.05,538.899,100
1201.41,541.413,100
1217.79,543.815,100
1229.08,547.059,100
1210.9,545.837,100
1192.8,543.52,100
1174.74,540.946,100
1156.7,538.257,100
1138.66,535.51,100
1120.63,532.738,100
1102.6,529.96,100
1084.57,527.195,100
1066.53,524.455,100
1048.49,521.753,100
1030.44,519.103,100
1012.38,516.521,100
994.31,514.025,100
976.222,511.64,100
958.128,509.401,100
939.993,507.352,100
921.837,505.575,100
903.646,504.215,100
885.407,503.603,100
875.002,503.731,100
864.615,504.117,100
854.241,504.771,100
843.886,505.705,100
833.564,506.937,100
823.283,508.493,100
813.061,510.409,100
802.932,512.737,100
792.923,515.562,100
783.117,519.014,100
773.662,523.331,100
764.967,529.003,100
758.612,537.098,100
759.673,547.059,100
767.513,554.197,100.952
776.595,559.759,101.905
786.013,564.754,102.857
795.595,569.427,103.81
805.277,573.887,104.762
815.035,578.196,105.714
824.84,582.383,106.667
834.679,586.473,107.619
844.557,590.486,108.571
854.461,594.432,109.524
864.387,598.32,110.476
874.333,602.159,111.429
884.294,605.952,112.381
894.268,609.705,113.333
904.263,613.425,114.286
914.268,617.113,115.238
924.28,620.771,116.19
934.305,624.405,117.143
944.333,628.017,118.095
954.369,631.622,119.048
964.379,635.294,120
957.989,631.945,119.96
950.443,628.284,119.919
942.876,624.661,119.879
935.299,621.067,119.838
927.712,617.495,119.798
920.113,613.943,119.757
912.504,610.412,119.717
904.888,606.906,119.676
897.26,603.421,119.636
889.62,599.963,119.595
881.967,596.532,119.555
874.298,593.135,119.514
866.615,589.777,119.474
858.908,586.465,119.433
851.182,583.216,119.393
843.421,580.047,119.352
835.6,576.991,119.312
827.714,574.138,119.271
819.673,571.765,119.231
814.773,571.044,119.19
809.837,571.083,119.15
804.976,571.941,119.109
800.347,573.665,119.069
796.161,576.285,119.028
792.719,579.817,118.988
790.519,584.223,118.947
790.331,589.112,118.907
792.516,593.497,118.866
796.291,596.655,118.826
800.778,598.72,118.785
805.556,600,118.745
819.03,602.324,118.704
832.57,604.234,118.664
846.145,605.879,118.623
859.745,607.302,118.583
873.364,608.518,118.543
887.003,609.528,118.502
900.652,610.322,118.462
914.314,610.884,118.421
927.984,611.191,118.381
941.658,611.208,118.34
955.327,610.887,118.3
968.979,610.161,118.259
982.6,608.934,118.219
996.144,607.059,118.178
1008.99,604.738,118.138
1021.79,602.129,118.097
1034.53,599.256,118.057
1047.2,596.13,118.016
1059.82,592.749,117.976
1072.35,589.109,117.935
1084.81,585.196,117.895
1097.17,580.985,117.854
1109.42,576.444,117.814
1121.51,571.53,117.773
1133.42,566.175,117.733
1145.08,560.286,117.692
1156.36,553.723,117.652
1167.08,546.267,117.611
1176.8,537.573,117.571
1185.21,523.491,117.53
1189.08,507.471,117.49
1190.26,491.019,117.449
1189.79,474.519,117.409
1188.22,458.078,117.368
1185.88,441.734,117.328
1183.07,425.466,117.287
1182.1,410.958,117.247
1186.06,422.107,117.206
1188.89,433.637,117.166
1191.45,445.227,117.126
1193.87,456.85,117.085
1196.21,468.488,117.045
1198.49,480.136,117.004
1200.74,491.791,116.964
1202.98,503.45,116.923
1205.2,515.111,116.883
1207.42,526.771,116.842
1209.66,538.427,116.802
1211.92,550.083,116.761
1214.23,561.717,116.721
1216.62,573.355,116.68
1219.15,584.955,116.64
1222.03,596.471,116.599
1226.3,606.179,116.559
1233.63,613.792,116.518
1243.59,617.096,116.478
1247.56,611.044,116.437
1238.03,606.471,116.397
1230.35,603.933,116.356
1222.72,601.238,116.316
1215.12,598.477,116.275
1207.54,595.681,116.235
1199.96,592.868,116.194
1192.38,590.047,116.154
1184.8,587.225,116.113
1177.22,584.408,116.073
1169.63,581.598,116.032
1162.04,578.8,115.992
1154.45,576.019,115.951
1146.85,573.259,115.911
1139.24,570.524,115.87
1131.63,567.816,115.83
1124,565.14,115.789
1116.36,562.5,115.749
1108.7,559.902,115.709
1101.02,557.354,115.668
1093.33,554.868,115.628
1085.61,552.455,115.587
1077.87,550.13,115.547
1070.09,547.918,115.506
1062.28,545.853,115.466
1054.4,543.988,115.425
1046.47,542.427,115.385
1041.33,541.65,115.344
1036.18,541.059,115.304
1031.01,540.653,115.263
1025.83,540.431,115.223
1020.64,540.391,115.182
1015.45,540.53,115.142
1010.27,540.846,115.101
1005.1,541.337,115.061
999.957,541.998,115.02
994.834,542.828,114.98
989.74,543.822,114.939
984.682,544.978,114.899
979.662,546.295,114.858
974.688,547.77,114.818
969.768,549.402,114.777
964.895,551.196,114.737
960.086,553.156,114.696
955.36,555.292,114.656
950.732,557.647,114.615
949.947,559.596,114.575
952.021,560.971,114.534
954.343,561.903,114.494
956.726,562.675,114.453
959.134,563.361,114.413
961.564,563.994,114.372
963.999,564.588,114.332
966.434,565.153,114.291
968.872,565.699,114.251
971.318,566.232,114.211
973.766,566.756,114.17
976.215,567.276,114.13
978.666,567.796,114.089
981.112,568.32,114.049
983.555,568.856,114.008
986.001,569.416,113.968
988.43,570.016,113.927
990.84,570.705,113.887
993.085,571.765,113.846
993.015,573.25,113.806
991.786,574.294,113.765
990.344,575.034,113.725
988.828,575.606,113.684
987.273,576.061,113.644
985.692,576.423,113.603
984.096,576.705,113.563
982.491,576.916,113.522
980.876,577.061,113.482
979.256,577.144,113.441
977.635,577.166,113.401
976.016,577.131,113.36
974.399,577.038,113.32
972.785,576.888,113.279
971.177,576.682,113.239
969.578,576.419,113.198
967.99,576.101,113.158
966.414,575.726,113.117
964.85,575.294,113.077
960.763,573.96,113.036
956.728,572.503,112.996
952.709,570.979,112.955
948.712,569.412,112.915
944.73,567.811,112.874
940.753,566.179,112.834
936.788,564.522,112.794
932.839,562.841,112.753
928.902,561.138,112.713
924.974,559.408,112.672
921.055,557.65,112.632
917.15,555.862,112.591
913.265,554.038,112.551
909.397,552.167,112.51
905.567,550.236,112.47
901.78,548.202,112.429
898.121,545.959,112.389
897.569,543.529,112.348
901.277,544,112.308
904.94,544.748,112.267
908.574,545.582,112.227
912.206,546.464,112.186
915.829,547.375,112.146
919.446,548.305,112.105
923.061,549.25,112.065
926.673,550.206,112.024
930.282,551.169,111.984
933.891,552.139,111.943
937.5,553.113,111.903
941.107,554.09,111.862
944.712,555.067,111.822
948.315,556.046,111.781
951.92,557.025,111.741
955.527,558.003,111.7
959.133,558.98,111.66
962.739,559.955,111.619
966.347,560.926,111.579
969.955,561.893,111.538
973.565,562.856,111.498
977.177,563.813,111.457
980.79,564.764,111.417
984.404,565.706,111.377
988.02,566.639,111.336
991.64,567.563,111.296
995.265,568.474,111.255
998.894,569.371,111.215
1002.52,570.25,111.174
1006.16,571.108,111.134
1009.8,571.94,111.093
1013.45,572.739,111.053
1017.11,573.495,111.012
1020.78,574.19,110.972
1024.46,574.795,110.931
1028.18,575.244,110.891
1031.91,575.294,110.85
1033.6,569.453,110.81
1028.11,563.389,110.769
1021.97,557.96,110.729
1015.61,552.81,110.688
1009.13,547.805,110.648
1002.58,542.875,110.607
996.028,537.962,110.567
989.556,532.941,110.526
983.796,529.133,110.486
977.63,526.004,110.445
971.305,523.214,110.405
964.91,520.587,110.364
958.511,517.974,110.324
952.269,515.017,110.283
954.261,511.765,110.243
959.724,511.569,110.202
965.18,511.698,110.162
970.634,511.954,110.121
976.085,512.284,110.081
981.534,512.662,110.04
986.979,513.076,110
992.423,513.517,109.96
997.867,513.979,109.919
1003.31,514.459,109.879
1008.74,514.953,109.838
1014.18,515.46,109.798
1019.62,515.976,109.757
1025.06,516.5,109.717
1030.49,517.032,109.676
1035.93,517.57,109.636
1041.36,518.111,109.595
1046.8,518.657,109.555
1052.23,519.204,109.514
1057.66,519.751,109.474
1063.09,520.296,109.433
1068.53,520.838,109.393
1073.97,521.369,109.352
1079.4,521.882,109.312
1084.85,522.353,109.271
1086.6,522.492,109.231
1088.34,522.635,109.19
1090.1,522.785,109.15
1091.84,522.947,109.109
1092.76,523.135,109.069
1091,523.053,109.028
1089.25,522.937,108.988
1087.5,522.793,108.947
1085.76,522.576,108.907
1087.09,522.368,108.866
1088.85,522.353,108.826
1093.49,522.353,108.785
1098.11,522.353,108.745
1102.75,522.353,108.704
1107.38,522.353,108.664
1112.02,522.353,108.623
1116.66,522.353,108.583
1121.29,522.353,108.543
1125.91,522.353,108.502
1130.54,522.353,108.462
1135.17,522.353,108.421
1139.8,522.353,108.381
1144.44,522.353,108.34
1149.07,522.353,108.3
1153.7,522.353,108.259
1158.33,522.353,108.219
1162.97,522.353,108.178
1163.53,522.353,108.138
1164.09,522.353,108.097
1164.65,522.353,108.057
1165.2,522.353,108.016
1165.77,522.353,107.976
1166.33,522.353,107.935
1166.9,522.353,107.895
1167.45,522.353,107.854
1168.01,522.353,107.814
1168.58,522.353,107.773
1169.14,522.353,107.733
1169.53,522.353,107.692
1168.96,522.353,107.652
1168.4,522.353,107.611
1167.85,522.353,107.571
1167.29,522.353,107.53
1166.97,522.353,107.49
1168.02,522.535,107.449
1169.04,522.783,107.409
1170.07,523.048,107.368
1171.09,523.315,107.328
1172.12,523.579,107.287
1173.16,523.819,107.247
1173.84,523.727,107.206
1172.9,523.225,107.166
1171.94,522.78,107.126
1170.97,522.353,107.085
1166.18,520.368,107.045
1161.37,518.436,107.004
1156.55,516.522,106.964
1151.72,514.612,106.923
1146.9,512.711,106.883
1142.09,510.815,106.842
1137.27,508.915,106.802
1132.44,507.007,106.761
1127.63,505.094,106.721
1122.82,503.161,106.68
1118.03,501.176,106.64
1117.51,500.964,106.599
1117,500.772,106.559
1116.48,500.604,106.518
1115.95,500.467,106.478
1115.4,500.377,106.437
1114.85,500.37,106.397
1114.33,500.545,106.356
1114.11,501.017,106.316
1114.29,501.531,106.275
1114.63,501.963,106.235
1115.05,502.32,106.194
1115.52,502.613,106.154
1116.02,502.843,106.113
1116.54,503.011,106.073
1117.08,503.117,106.032
1117.63,503.161,105.992
1118.18,503.142,105.951
1118.72,503.064,105.911
1119.25,502.929,105.87
1119.76,502.741,105.83
1120.26,502.504,105.789
1120.73,502.224,105.749
1121.19,501.906,105.709
1121.62,501.555,105.668
1122.03,501.176,105.628
1123.68,499.605,105.587
1125.36,498.052,105.547
1127.04,496.511,105.506
1128.73,494.969,105.466
1130.42,493.427,105.425
1132.09,491.88,105.385
1133.77,490.323,105.344
1135.43,488.758,105.304
1137.08,487.182,105.263
1138.72,485.595,105.223
1140.34,483.994,105.182
1141.95,482.373,105.142
1143.54,480.731,105.101
1145.1,479.063,105.061
1146.64,477.367,105.02
1148.12,475.637,104.98
1149.56,473.861,104.939
1150.92,472.026,104.899
1152.16,470.112,104.858
1153.2,468.08,104.818
1153.79,465.882,104.777
1152.23,462.159,104.737
1149.01,459.54,104.696
1145.38,457.535,104.656
1141.57,455.883,104.615
1137.66,454.475,104.575
1133.69,453.269,104.534
1129.66,452.27,104.494
1125.56,451.765,104.453
1125.75,452.885,104.413
1126.4,453.928,104.372
1127.13,454.917,104.332
1127.9,455.881,104.291
1128.69,456.822,104.251
1129.5,457.744,104.211
1130.33,458.65,104.17
1131.18,459.546,104.13
1132.04,460.43,104.089
1132.91,461.301,104.049
1133.79,462.158,104.008
1134.69,463.001,103.968
1135.59,463.83,103.927
1136.51,464.643,103.887
1137.45,465.441,103.846
1138.4,466.221,103.806
1139.37,466.98,103.765
1140.35,467.715,103.725
1141.36,468.421,103.684
1142.4,469.091,103.644
1143.46,469.713,103.603
1144.56,470.265,103.563
1145.85,470.918,103.522
1147.07,471.678,103.482
1148.23,472.535,103.441
1149.37,473.421,103.401
1150.58,474.201,103.36
1151.92,474.743,103.32
1153.33,475.043,103.279
1154.76,475.168,103.239
1156.2,475.18,103.198
1157.64,475.117,103.158
1159.08,475.001,103.117
1160.52,474.846,103.077
1161.95,474.663,103.036
1163.38,474.457,102.996
1164.81,474.234,102.955
1166.23,473.996,102.915
1167.65,473.747,102.874
1169.07,473.487,102.834
1170.48,473.219,102.794
1171.91,472.941,102.753
1175.99,471.954,102.713
1180.01,470.765,102.672
1184,469.476,102.632
1187.96,468.124,102.591
1191.93,466.726,102.551
1195.87,465.3,102.51
1199.8,463.856,102.47
1203.73,462.398,102.429
1207.65,460.929,102.389
1211.58,459.453,102.348
1215.51,457.973,102.308
1219.44,456.495,102.267
1223.36,455.02,102.227
1227.29,453.551,102.186
1231.21,452.091,102.146
1235.15,450.641,102.105
1239.08,449.204,102.065
1243.03,447.783,102.024
1246.98,446.383,101.984
1250.94,445.008,101.943
1254.91,443.663,101.903
1258.9,442.355,101.862
1262.89,441.093,101.822
1266.91,439.889,101.781
1270.95,438.76,101.741
1275.01,437.736,101.7
1279.1,436.862,101.66
1283.25,436.226,101.619
1287.45,436.057,101.579
1291.38,437.271,101.538
1291.91,441.176,101.498
1288.97,446.49,101.457
1285.32,451.36,101.417
1281.42,456.032,101.377
1277.38,460.582,101.336
1273.24,465.052,101.296
1269.04,469.459,101.255
1264.79,473.816,101.215
1260.5,478.137,101.174
1256.18,482.425,101.134
1251.83,486.683,101.093
1247.46,490.916,101.053
1243.06,495.131,101.012
1238.65,499.326,100.972
1234.22,503.502,100.931
1229.78,507.663,100.891
1225.32,511.809,100.85
1220.86,515.943,100.81
1216.38,520.064,100.769
1211.88,524.174,100.729
1207.38,528.273,100.688
1202.87,532.361,100.648
1198.35,536.439,100.607
1193.83,540.508,100.567
1189.29,544.567,100.526
1184.75,548.617,100.486
1180.2,552.659,100.445
1175.64,556.694,100.405
1171.07,560.717,100.364
1166.5,564.73,100.324
1161.92,568.735,100.283
1157.32,572.734,100.243
1152.72,576.726,100.202
1148.11,580.703,100.162
1143.5,584.665,100.121
1138.87,588.618,100.081
1134.22,592.558,100.04
1129.56,596.471,100
1126.01,599.43,100.174
1122.49,602.382,100.348
1118.97,605.336,100.523
1115.45,608.292,100.697
1111.9,611.235,100.871
1108.33,614.143,101.045
1104.7,616.976,101.22
1100.95,619.642,101.394
1096.96,621.919,101.568
1092.55,623.127,101.742
1088.05,622.323,101.916
1083.99,620.179,102.091
1080.14,617.647,102.265
1074.25,609.386,102.439
1071.02,599.626,102.613
1068.58,589.646,102.787
1066.23,579.633,102.962
1063.56,569.709,103.136
1060.21,559.985,103.31
1055.72,550.756,103.484
1049.54,542.572,103.659
1041.32,536.471,103.833
1035.91,534.189,104.007
1030.28,532.504,104.181
1024.54,531.23,104.355
1018.75,530.255,104.53
1012.92,529.507,104.704
1007.07,528.939,104.878
1001.2,528.516,105.052
995.332,528.213,105.226
989.457,528.01,105.401
983.582,527.893,105.575
977.707,527.848,105.749
971.832,527.866,105.923
965.956,527.936,106.098
960.078,528.052,106.272
954.2,528.206,106.446
948.326,528.389,106.62
942.452,528.596,106.794
936.578,528.816,106.969
930.705,529.04,107.143
924.83,529.251,107.317
918.956,529.427,107.491
913.079,529.522,107.666
907.203,529.412,107.84
903.249,529.211,108.014
899.266,529.052,108.188
895.334,529.083,108.362
899.298,529.412,108.537
903.259,529.522,108.711
907.237,529.522,108.885
911.203,529.412,109.059
912.798,529.287,109.233
914.386,529.087,109.408
915.968,528.842,109.582
917.545,528.569,109.756
919.119,528.275,109.93
920.69,527.968,110.105
922.258,527.65,110.279
923.824,527.325,110.453
925.391,526.994,110.627
926.957,526.661,110.801
928.522,526.326,110.976
930.087,525.991,111.15
931.651,525.656,111.324
933.217,525.322,111.498
934.783,524.991,111.672
936.35,524.664,111.847
937.918,524.34,112.021
939.486,524.021,112.195
941.055,523.708,112.369
942.625,523.4,112.544
944.197,523.1,112.718
945.771,522.807,112.892
947.346,522.523,113.066
948.922,522.248,113.24
950.5,521.983,113.415
952.08,521.73,113.589
953.662,521.488,113.763
955.246,521.259,113.937
956.833,521.045,114.111
